image_id,segnet_ctr,segnet_cardiac_diameter,segnet_thoracic_diameter,unet_ctr,unet_cardiac_diameter,unet_thoracic_diameter,resunetpp_ctr,resunetpp_cardiac_diameter,resunetpp_thoracic_diameter,attunet_ctr,attunet_cardiac_diameter,attunet_thoracic_diameter
CHNCXR_0008_0.png,,,,0.17415730337078653,31.0,178.0,0.1781609195402299,31.0,174.0,0.1694915254237288,30.0,177.0
CHNCXR_0026_0.png,,,,0.15846994535519127,29.0,183.0,0.16111111111111112,29.0,180.0,0.15300546448087432,28.0,183.0
CHNCXR_0033_0.png,,,,0.18604651162790697,32.0,172.0,0.18023255813953487,31.0,172.0,0.1871345029239766,32.0,171.0
CHNCXR_0048_0.png,,,,0.1411764705882353,24.0,170.0,0.1488095238095238,25.0,168.0,0.1411764705882353,24.0,170.0
CHNCXR_0049_0.png,,,,0.16778523489932887,25.0,149.0,0.17006802721088435,25.0,147.0,0.1610738255033557,24.0,149.0
CHNCXR_0056_0.png,,,,0.21212121212121213,35.0,165.0,0.2360248447204969,38.0,161.0,0.19631901840490798,32.0,163.0
CHNCXR_0058_0.png,,,,0.15894039735099338,24.0,151.0,0.17880794701986755,27.0,151.0,0.1830065359477124,28.0,153.0
CHNCXR_0062_0.png,,,,0.2,31.0,155.0,0.19607843137254902,30.0,153.0,0.1858974358974359,29.0,156.0
CHNCXR_0063_0.png,,,,0.16470588235294117,28.0,170.0,0.1588235294117647,27.0,170.0,0.15204678362573099,26.0,171.0
CHNCXR_0071_0.png,,,,0.171875,33.0,192.0,0.17801047120418848,34.0,191.0,0.17098445595854922,33.0,193.0
CHNCXR_0077_0.png,,,,0.18064516129032257,28.0,155.0,0.17419354838709677,27.0,155.0,0.17834394904458598,28.0,157.0
CHNCXR_0078_0.png,,,,0.1839080459770115,32.0,174.0,0.18023255813953487,31.0,172.0,0.17142857142857143,30.0,175.0
CHNCXR_0080_0.png,,,,0.19161676646706588,32.0,167.0,0.17575757575757575,29.0,165.0,0.18787878787878787,31.0,165.0
CHNCXR_0084_0.png,,,,0.18421052631578946,35.0,190.0,0.1935483870967742,36.0,186.0,0.17989417989417988,34.0,189.0
CHNCXR_0085_0.png,,,,0.15343915343915343,29.0,189.0,0.14893617021276595,28.0,188.0,0.14285714285714285,27.0,189.0
CHNCXR_0086_0.png,,,,0.22666666666666666,34.0,150.0,0.22297297297297297,33.0,148.0,0.2,30.0,150.0
CHNCXR_0089_0.png,,,,0.19487179487179487,38.0,195.0,0.2,39.0,195.0,0.18877551020408162,37.0,196.0
CHNCXR_0092_0.png,,,,0.19791666666666666,38.0,192.0,0.2,38.0,190.0,0.19072164948453607,37.0,194.0
CHNCXR_0097_0.png,,,,0.18974358974358974,37.0,195.0,0.18781725888324874,37.0,197.0,0.17326732673267325,35.0,202.0
CHNCXR_0098_0.png,,,,0.2,34.0,170.0,0.19047619047619047,32.0,168.0,0.19186046511627908,33.0,172.0
CHNCXR_0105_0.png,,,,0.1836734693877551,36.0,196.0,0.19289340101522842,38.0,197.0,0.18877551020408162,37.0,196.0
CHNCXR_0116_0.png,,,,0.16129032258064516,30.0,186.0,0.16304347826086957,30.0,184.0,0.16129032258064516,30.0,186.0
CHNCXR_0117_0.png,,,,0.18357487922705315,38.0,207.0,0.18536585365853658,38.0,205.0,0.16908212560386474,35.0,207.0
CHNCXR_0126_0.png,,,,0.2413793103448276,35.0,145.0,0.2152777777777778,31.0,144.0,0.19863013698630136,29.0,146.0
CHNCXR_0128_0.png,,,,0.14705882352941177,25.0,170.0,0.14705882352941177,25.0,170.0,0.14619883040935672,25.0,171.0
CHNCXR_0144_0.png,,,,0.175,35.0,200.0,0.18,36.0,200.0,0.1708542713567839,34.0,199.0
CHNCXR_0163_0.png,,,,0.17834394904458598,28.0,157.0,0.18064516129032257,28.0,155.0,0.15384615384615385,24.0,156.0
CHNCXR_0166_0.png,,,,0.1977401129943503,35.0,177.0,0.19318181818181818,34.0,176.0,0.192090395480226,34.0,177.0
CHNCXR_0175_0.png,,,,0.23497267759562843,43.0,183.0,0.24861878453038674,45.0,181.0,0.23243243243243245,43.0,185.0
CHNCXR_0222_0.png,,,,0.17575757575757575,29.0,165.0,0.18181818181818182,30.0,165.0,0.1746987951807229,29.0,166.0
CHNCXR_0240_0.png,,,,0.18125,29.0,160.0,0.18012422360248448,29.0,161.0,0.18012422360248448,29.0,161.0
CHNCXR_0244_0.png,,,,0.17525773195876287,34.0,194.0,0.18041237113402062,35.0,194.0,0.17010309278350516,33.0,194.0
CHNCXR_0247_0.png,,,,0.20382165605095542,32.0,157.0,0.2012987012987013,31.0,154.0,0.19745222929936307,31.0,157.0
CHNCXR_0252_0.png,,,,0.19393939393939394,32.0,165.0,0.18902439024390244,31.0,164.0,0.2,33.0,165.0
CHNCXR_0256_0.png,,,,0.18974358974358974,37.0,195.0,0.18461538461538463,36.0,195.0,0.18461538461538463,36.0,195.0
CHNCXR_0260_0.png,,,,0.19254658385093168,31.0,161.0,0.1875,30.0,160.0,0.18125,29.0,160.0
CHNCXR_0263_0.png,,,,0.17751479289940827,30.0,169.0,0.17365269461077845,29.0,167.0,0.16666666666666666,28.0,168.0
CHNCXR_0268_0.png,,,,0.1912568306010929,35.0,183.0,0.1912568306010929,35.0,183.0,0.1837837837837838,34.0,185.0
CHNCXR_0271_0.png,,,,0.1871345029239766,32.0,171.0,0.18235294117647058,31.0,170.0,0.18023255813953487,31.0,172.0
CHNCXR_0275_0.png,,,,0.15757575757575756,26.0,165.0,0.16463414634146342,27.0,164.0,0.1566265060240964,26.0,166.0
CHNCXR_0279_0.png,,,,0.18571428571428572,39.0,210.0,0.1848341232227488,39.0,211.0,0.18009478672985782,38.0,211.0
CHNCXR_0287_0.png,,,,0.18604651162790697,32.0,172.0,0.20348837209302326,35.0,172.0,0.1907514450867052,33.0,173.0
CHNCXR_0295_0.png,,,,0.20430107526881722,38.0,186.0,0.2,37.0,185.0,0.20105820105820105,38.0,189.0
CHNCXR_0296_0.png,,,,0.17475728155339806,36.0,206.0,0.18357487922705315,38.0,207.0,0.17475728155339806,36.0,206.0
CHNCXR_0298_0.png,,,,0.16585365853658537,34.0,205.0,0.17073170731707318,35.0,205.0,0.16990291262135923,35.0,206.0
CHNCXR_0308_0.png,,,,0.17177914110429449,28.0,163.0,0.17901234567901234,29.0,162.0,0.16463414634146342,27.0,164.0
CHNCXR_0323_0.png,,,,0.1807909604519774,32.0,177.0,0.17714285714285713,31.0,175.0,0.1797752808988764,32.0,178.0
CHNCXR_0332_1.png,,,,0.1642512077294686,34.0,207.0,0.1642512077294686,34.0,207.0,0.16908212560386474,35.0,207.0
CHNCXR_0334_1.png,,,,0.18023255813953487,31.0,172.0,0.16184971098265896,28.0,173.0,0.1686046511627907,29.0,172.0
CHNCXR_0339_1.png,,,,0.18226600985221675,37.0,203.0,0.18226600985221675,37.0,203.0,0.18316831683168316,37.0,202.0
CHNCXR_0340_1.png,,,,0.17307692307692307,36.0,208.0,0.18181818181818182,38.0,209.0,0.1722488038277512,36.0,209.0
CHNCXR_0365_1.png,,,,0.18232044198895028,33.0,181.0,0.18232044198895028,33.0,181.0,0.1813186813186813,33.0,182.0
CHNCXR_0371_1.png,,,,0.19411764705882353,33.0,170.0,0.2,34.0,170.0,0.1952662721893491,33.0,169.0
CHNCXR_0383_1.png,,,,0.2265193370165746,41.0,181.0,0.23756906077348067,43.0,181.0,0.2185792349726776,40.0,183.0
CHNCXR_0393_1.png,,,,0.1881720430107527,35.0,186.0,0.1935483870967742,36.0,186.0,0.18716577540106952,35.0,187.0
CHNCXR_0397_1.png,,,,0.20108695652173914,37.0,184.0,0.20108695652173914,37.0,184.0,0.1956521739130435,36.0,184.0
CHNCXR_0400_1.png,,,,0.1595744680851064,30.0,188.0,0.16489361702127658,31.0,188.0,0.15789473684210525,30.0,190.0
CHNCXR_0401_1.png,,,,0.30386740331491713,55.0,181.0,0.32222222222222224,58.0,180.0,0.3055555555555556,55.0,180.0
CHNCXR_0402_1.png,,,,0.17553191489361702,33.0,188.0,0.17553191489361702,33.0,188.0,0.17647058823529413,33.0,187.0
CHNCXR_0404_1.png,,,,0.19576719576719576,37.0,189.0,0.20105820105820105,38.0,189.0,0.17989417989417988,34.0,189.0
CHNCXR_0419_1.png,,,,0.19473684210526315,37.0,190.0,0.19786096256684493,37.0,187.0,0.18324607329842932,35.0,191.0
CHNCXR_0422_1.png,,,,0.1695906432748538,29.0,171.0,0.17543859649122806,30.0,171.0,0.1676300578034682,29.0,173.0
CHNCXR_0424_1.png,,,,0.19480519480519481,30.0,154.0,0.16774193548387098,26.0,155.0,0.18831168831168832,29.0,154.0
CHNCXR_0429_1.png,,,,0.16455696202531644,26.0,158.0,0.17197452229299362,27.0,157.0,0.15,24.0,160.0
CHNCXR_0438_1.png,,,,0.22872340425531915,43.0,188.0,0.2328042328042328,44.0,189.0,0.2275132275132275,43.0,189.0
CHNCXR_0440_1.png,,,,0.17679558011049723,32.0,181.0,0.16292134831460675,29.0,178.0,0.17297297297297298,32.0,185.0
CHNCXR_0446_1.png,,,,0.16463414634146342,27.0,164.0,0.15950920245398773,26.0,163.0,0.17073170731707318,28.0,164.0
CHNCXR_0449_1.png,,,,0.18452380952380953,31.0,168.0,0.16167664670658682,27.0,167.0,0.17964071856287425,30.0,167.0
CHNCXR_0463_1.png,,,,0.20555555555555555,37.0,180.0,0.20994475138121546,38.0,181.0,0.2111111111111111,38.0,180.0
CHNCXR_0467_1.png,,,,0.19270833333333334,37.0,192.0,0.193717277486911,37.0,191.0,0.18848167539267016,36.0,191.0
CHNCXR_0468_1.png,,,,0.18627450980392157,38.0,204.0,0.19607843137254902,40.0,204.0,0.1951219512195122,40.0,205.0
CHNCXR_0473_1.png,,,,0.18974358974358974,37.0,195.0,0.20304568527918782,40.0,197.0,0.1989795918367347,39.0,196.0
CHNCXR_0477_1.png,,,,0.18181818181818182,36.0,198.0,0.18181818181818182,36.0,198.0,0.17676767676767677,35.0,198.0
CHNCXR_0478_1.png,,,,0.18229166666666666,35.0,192.0,0.18324607329842932,35.0,191.0,0.17708333333333334,34.0,192.0
CHNCXR_0508_1.png,,,,0.25153374233128833,41.0,163.0,0.22839506172839505,37.0,162.0,0.21341463414634146,35.0,164.0
CHNCXR_0513_1.png,,,,0.24378109452736318,49.0,201.0,0.24378109452736318,49.0,201.0,0.23383084577114427,47.0,201.0
